Final Position,Number,Grid,Rider,Lap,Lap Time,T1,T2,T3,T4,Speed,Position,Positions Change
15,87,22,Remy GARDNER,1,125.051,32.37,31.91,28.81,31.96,234.20,22,0
15,87,22,Remy GARDNER,2,116.173,25.34,30.51,28.56,31.77,347.20,21,-1
15,87,22,Remy GARDNER,3,115.974,25.46,30.34,28.50,31.68,332.30,22,1
15,87,22,Remy GARDNER,4,116.167,25.37,30.42,28.71,31.67,328.20,22,0
15,87,22,Remy GARDNER,5,116.210,25.31,30.60,28.60,31.71,341.70,21,-1
15,87,22,Remy GARDNER,6,116.852,25.27,30.51,28.57,32.51,343.90,22,1
15,87,22,Remy GARDNER,7,116.046,25.29,30.38,28.58,31.80,345.00,20,-2
15,87,22,Remy GARDNER,8,116.405,25.31,30.46,28.80,31.84,342.80,20,0
15,87,22,Remy GARDNER,9,116.263,25.36,30.47,28.60,31.84,338.50,20,0
15,87,22,Remy GARDNER,10,116.594,25.49,30.46,28.71,31.93,331.20,19,-1
15,87,22,Remy GARDNER,11,116.874,25.56,30.47,28.83,32.02,333.30,17,-2
15,87,22,Remy GARDNER,12,116.311,25.36,30.28,28.77,31.90,341.70,15,-2
15,87,22,Remy GARDNER,13,116.597,25.45,30.45,28.77,31.93,340.60,15,0
15,87,22,Remy GARDNER,14,116.330,25.35,30.36,28.76,31.86,339.60,15,0
15,87,22,Remy GARDNER,15,116.547,25.32,30.47,28.83,31.93,340.60,15,0
15,87,22,Remy GARDNER,16,116.566,25.32,30.45,28.77,32.03,340.60,15,0
15,87,22,Remy GARDNER,17,117.577,25.73,30.72,28.99,32.15,337.50,16,1
15,87,22,Remy GARDNER,18,117.543,25.73,30.78,28.93,32.11,341.70,18,2
15,87,22,Remy GARDNER,19,117.085,25.53,30.79,28.81,31.95,334.30,17,-1
15,87,22,Remy GARDNER,20,117.239,25.49,30.60,29.11,32.05,347.20,15,-2
15,87,22,Remy GARDNER,21,116.736,25.39,30.38,28.89,32.07,339.60,15,0
15,87,22,Remy GARDNER,22,117.165,25.58,30.58,29.06,31.95,338.50,15,0
16,40,24,Darryn BINDER,1,124.531,32.65,31.40,28.69,31.79,226.80,21,-3
16,40,24,Darryn BINDER,2,116.721,25.45,30.63,28.54,32.10,331.20,22,1
16,40,24,Darryn BINDER,3,115.720,25.26,30.33,28.45,31.68,333.30,21,-1
16,40,24,Darryn BINDER,4,115.591,25.29,30.16,28.53,31.62,345.00,20,-1
16,40,24,Darryn BINDER,5,116.474,25.37,30.60,28.64,31.86,339.60,20,0
16,40,24,Darryn BINDER,6,116.442,25.49,30.38,28.69,31.89,342.80,19,-1
16,40,24,Darryn BINDER,7,116.401,25.52,30.34,28.76,31.78,345.00,18,-1
16,40,24,Darryn BINDER,8,116.879,25.40,30.80,28.79,31.90,343.90,19,1
16,40,24,Darryn BINDER,9,116.058,25.27,30.28,28.63,31.88,345.00,19,0
16,40,24,Darryn BINDER,10,116.759,25.37,30.56,28.84,32.00,346.10,18,-1
16,40,24,Darryn BINDER,11,117.053,25.53,30.50,28.83,32.19,345.00,18,0
16,40,24,Darryn BINDER,12,116.682,25.46,30.53,28.78,31.91,333.30,16,-2
16,40,24,Darryn BINDER,13,116.538,25.54,30.41,28.77,31.81,345.00,16,0
16,40,24,Darryn BINDER,14,116.225,25.22,30.41,28.85,31.74,346.10,16,0
16,40,24,Darryn BINDER,15,116.373,25.32,30.37,28.89,31.80,342.80,16,0
16,40,24,Darryn BINDER,16,116.530,25.45,30.46,28.74,31.88,342.80,16,0
16,40,24,Darryn BINDER,17,117.389,25.57,30.60,29.06,32.16,340.60,15,-1
16,40,24,Darryn BINDER,18,117.286,25.63,30.62,28.96,32.07,343.90,15,0
16,40,24,Darryn BINDER,19,117.277,25.54,30.50,28.99,32.24,342.80,15,0
16,40,24,Darryn BINDER,20,117.541,25.50,30.71,29.14,32.20,343.90,16,1
16,40,24,Darryn BINDER,21,116.704,25.53,30.45,28.89,31.82,335.40,16,0
16,40,24,Darryn BINDER,22,117.143,25.43,30.53,29.45,31.73,340.60,16,0
17,49,21,Fabio DI GIANNANTONIO,1,125.299,32.42,31.52,29.25,32.11,232.20,24,3
17,49,21,Fabio DI GIANNANTONIO,2,116.269,25.56,30.48,28.56,31.67,337.50,24,0
17,49,21,Fabio DI GIANNANTONIO,3,115.982,25.47,30.41,28.44,31.66,329.20,23,-1
17,49,21,Fabio DI GIANNANTONIO,4,116.212,25.27,30.79,28.59,31.57,332.30,23,0
17,49,21,Fabio DI GIANNANTONIO,5,116.228,25.31,30.55,28.58,31.79,341.70,23,0
17,49,21,Fabio DI GIANNANTONIO,6,116.571,25.41,30.60,28.72,31.85,349.50,23,0
17,49,21,Fabio DI GIANNANTONIO,7,116.359,25.35,30.53,28.65,31.82,333.30,21,-2
17,49,21,Fabio DI GIANNANTONIO,8,116.430,25.21,30.58,28.66,31.98,341.70,22,1
17,49,21,Fabio DI GIANNANTONIO,9,116.650,25.60,30.62,28.72,31.72,325.30,22,0
17,49,21,Fabio DI GIANNANTONIO,10,116.407,25.35,30.50,28.75,31.81,343.90,21,-1
17,49,21,Fabio DI GIANNANTONIO,11,116.721,25.48,30.70,28.82,31.73,335.40,20,-1
17,49,21,Fabio DI GIANNANTONIO,12,116.702,25.55,30.73,28.69,31.74,336.40,18,-2
17,49,21,Fabio DI GIANNANTONIO,13,116.729,25.45,30.75,28.69,31.84,336.40,18,0
17,49,21,Fabio DI GIANNANTONIO,14,116.491,25.39,30.69,28.70,31.71,340.60,18,0
17,49,21,Fabio DI GIANNANTONIO,15,116.296,25.23,30.61,28.68,31.78,346.10,18,0
17,49,21,Fabio DI GIANNANTONIO,16,116.500,25.28,30.70,28.79,31.74,340.60,18,0
17,49,21,Fabio DI GIANNANTONIO,17,116.794,25.37,30.68,28.78,31.97,337.50,18,0
17,49,21,Fabio DI GIANNANTONIO,18,117.424,25.72,30.93,28.86,31.91,327.20,17,-1
17,49,21,Fabio DI GIANNANTONIO,19,117.300,25.41,30.79,29.09,32.02,337.50,18,1
17,49,21,Fabio DI GIANNANTONIO,20,117.151,25.47,30.69,29.02,31.97,343.90,17,-1
17,49,21,Fabio DI GIANNANTONIO,21,116.782,25.56,30.73,28.77,31.72,347.20,17,0
17,49,21,Fabio DI GIANNANTONIO,22,117.250,25.48,30.83,29.12,31.82,331.20,17,0
18,25,23,Raul FERNANDEZ,1,125.229,32.55,31.90,28.87,31.91,234.20,23,0
18,25,23,Raul FERNANDEZ,2,116.272,25.50,30.48,28.54,31.76,346.10,23,0
18,25,23,Raul FERNANDEZ,3,116.531,25.65,30.52,28.48,31.88,332.30,24,1
18,25,23,Raul FERNANDEZ,4,116.106,25.34,30.48,28.54,31.76,343.90,24,0
18,25,23,Raul FERNANDEZ,5,116.326,25.35,30.49,28.59,31.89,341.70,24,0
18,25,23,Raul FERNANDEZ,6,116.378,25.45,30.40,28.65,31.89,347.20,24,0
18,25,23,Raul FERNANDEZ,7,116.371,25.52,30.48,28.56,31.82,345.00,22,-2
18,25,23,Raul FERNANDEZ,8,116.105,25.31,30.48,28.52,31.80,342.80,21,-1
18,25,23,Raul FERNANDEZ,9,115.954,25.29,30.36,28.58,31.72,345.00,21,0
18,25,23,Raul FERNANDEZ,10,116.613,25.53,30.50,28.64,31.93,342.80,20,-1
18,25,23,Raul FERNANDEZ,11,116.877,25.60,30.54,28.67,32.06,338.50,19,-1
18,25,23,Raul FERNANDEZ,12,116.720,25.47,30.60,28.70,31.95,335.40,17,-2
18,25,23,Raul FERNANDEZ,13,116.542,25.49,30.66,28.61,31.78,343.90,17,0
18,25,23,Raul FERNANDEZ,14,116.659,25.37,30.68,28.82,31.79,347.20,17,0
18,25,23,Raul FERNANDEZ,15,116.434,25.31,30.47,28.75,31.91,346.10,17,0
18,25,23,Raul FERNANDEZ,16,116.538,25.41,30.51,28.74,31.89,346.10,17,0
18,25,23,Raul FERNANDEZ,17,116.960,25.34,30.61,28.95,32.06,345.00,17,0
18,25,23,Raul FERNANDEZ,18,117.167,25.56,30.75,28.89,31.97,341.70,16,-1
18,25,23,Raul FERNANDEZ,19,117.356,25.61,30.63,28.92,32.20,341.70,16,0
18,25,23,Raul FERNANDEZ,20,117.706,25.92,30.83,28.96,32.00,340.60,18,2
18,25,23,Raul FERNANDEZ,21,117.274,25.54,30.79,28.89,32.06,347.20,18,0
18,25,23,Raul FERNANDEZ,22,117.437,25.63,30.76,28.98,32.07,346.10,18,0
19,89,1,Jorge MARTIN,1,121.817,31.22,30.52,28.69,31.39,194.90,7,6
19,89,1,Jorge MARTIN,2,115.135,25.15,30.11,28.44,31.43,336.40,7,0
19,89,1,Jorge MARTIN,3,114.771,25.05,30.19,28.24,31.30,345.00,7,0
19,89,1,Jorge MARTIN,4,115.223,25.11,30.11,28.42,31.58,336.40,7,0
19,89,1,Jorge MARTIN,5,115.105,25.01,30.21,28.48,31.40,346.10,7,0
19,89,1,Jorge MARTIN,6,114.856,24.89,30.15,28.44,31.38,350.60,7,0
19,89,1,Jorge MARTIN,7,115.544,25.28,30.48,28.39,31.40,350.60,8,1
19,89,1,Jorge MARTIN,8,115.598,25.35,30.25,28.56,31.44,350.60,8,0
19,89,1,Jorge MARTIN,9,115.230,25.09,30.16,28.46,31.52,352.90,8,0
19,89,1,Jorge MARTIN,10,115.214,24.96,30.23,28.57,31.46,351.70,8,0
19,89,1,Jorge MARTIN,11,115.307,25.02,30.14,28.62,31.53,351.70,8,0
20,63,9,Francesco BAGNAIA,1,122.984,31.93,30.77,28.69,31.59,208.40,14,5
20,63,9,Francesco BAGNAIA,2,115.610,25.45,30.27,28.51,31.38,331.20,11,-3
20,63,9,Francesco BAGNAIA,3,114.654,25.05,29.96,28.38,31.26,351.70,10,-1
20,63,9,Francesco BAGNAIA,4,114.877,25.09,30.08,28.40,31.31,351.70,10,0
20,63,9,Francesco BAGNAIA,5,114.915,24.98,30.13,28.41,31.39,352.90,10,0
20,63,9,Francesco BAGNAIA,6,115.041,25.23,30.11,28.38,31.32,345.00,10,0
20,63,9,Francesco BAGNAIA,7,115.074,25.04,30.15,28.49,31.39,351.70,10,0
20,63,9,Francesco BAGNAIA,8,115.311,25.20,30.08,28.56,31.47,338.50,10,0
20,63,9,Francesco BAGNAIA,9,115.232,25.08,30.12,28.48,31.56,348.30,9,-1
20,63,9,Francesco BAGNAIA,10,115.088,25.09,30.07,28.49,31.45,349.50,9,0
20,63,9,Francesco BAGNAIA,11,115.049,25.04,30.05,28.50,31.46,350.60,9,0
21,88,14,Miguel OLIVEIRA,1,122.558,31.64,30.89,28.51,31.53,227.30,12,-2
21,88,14,Miguel OLIVEIRA,2,116.259,25.80,30.26,28.72,31.48,328.20,14,2
21,88,14,Miguel OLIVEIRA,3,115.488,25.26,30.27,28.40,31.56,324.30,13,-1
21,88,14,Miguel OLIVEIRA,4,115.057,25.13,30.20,28.38,31.35,340.60,12,-1
21,88,14,Miguel OLIVEIRA,5,115.097,25.14,30.18,28.30,31.49,345.00,12,0
21,88,14,Miguel OLIVEIRA,6,115.386,25.24,30.24,28.42,31.49,345.00,12,0
21,88,14,Miguel OLIVEIRA,7,115.363,25.11,30.17,28.49,31.59,342.80,12,0
21,88,14,Miguel OLIVEIRA,8,114.913,25.17,30.09,28.27,31.38,349.50,11,-1
21,88,14,Miguel OLIVEIRA,9,114.831,25.09,30.15,28.19,31.40,347.20,11,0
21,88,14,Miguel OLIVEIRA,10,114.934,25.07,30.14,28.24,31.49,348.30,11,0
22,73,18,Alex MARQUEZ,1,122.479,31.69,30.68,28.53,31.58,234.20,11,-7
22,73,18,Alex MARQUEZ,2,116.054,25.50,30.37,28.29,31.89,334.30,10,-1
22,73,18,Alex MARQUEZ,3,115.223,25.22,30.33,28.28,31.40,347.20,11,1
22,73,18,Alex MARQUEZ,4,115.329,25.15,30.30,28.34,31.54,350.60,11,0
22,73,18,Alex MARQUEZ,5,115.328,25.18,30.23,28.37,31.55,351.70,11,0
22,73,18,Alex MARQUEZ,6,115.309,25.13,30.26,28.42,31.51,350.60,11,0
22,73,18,Alex MARQUEZ,7,115.468,25.04,30.25,28.51,31.68,350.60,11,0
22,73,18,Alex MARQUEZ,8,115.387,25.26,30.32,28.32,31.48,342.80,12,1
22,73,18,Alex MARQUEZ,9,115.205,25.05,30.31,28.34,31.50,351.70,12,0
23,72,15,Marco BEZZECHI,1,123.261,31.94,31.12,28.62,31.58,226.80,15,0
23,72,15,Marco BEZZECHI,2,115.990,25.48,30.39,28.59,31.54,313.90,15,0
23,72,15,Marco BEZZECHI,3,115.446,25.28,30.30,28.42,31.44,333.30,15,0
23,72,15,Marco BEZZECHI,4,115.611,25.12,30.25,28.67,31.58,348.30,13,-2
23,72,15,Marco BEZZECHI,5,115.463,25.04,30.23,28.55,31.65,352.90,13,0
23,72,15,Marco BEZZECHI,6,115.550,25.09,30.27,28.51,31.68,351.70,13,0
24,43,4,Jack MILLER,1,122.419,31.41,30.62,28.68,31.71,200.70,10,6
24,43,4,Jack MILLER,2,116.229,25.24,30.26,28.51,32.22,348.30,12,2
24,43,4,Jack MILLER,3,115.636,25.33,30.24,28.43,31.64,340.60,12,0
24,43,4,Jack MILLER,4,116.318,25.00,30.25,28.88,32.20,349.50,14,2
24,43,4,Jack MILLER,5,115.520,25.09,30.17,28.45,31.82,351.70,15,1
24,43,4,Jack MILLER,6,116.184,25.28,30.34,28.56,32.01,349.50,16,1
